Date : 2023-11-13 08:33:22
Directory : /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023
Total : 147 files,  6583 codes, 44 comments, 533 blanks, all 7160 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/blog/posts/status-update/status-update.component.scss      | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/blog/posts/status-update/status-update.component.spec.ts   | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/blog/posts/status-update/status-update.component.ts        | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/component-manager/component-manager-routing.module.ts      | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/component-manager/component-manager.module.ts              | TypeScript |         11 |          0 |          4 |         15 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/ecommerce/ecommerce-routing.module.ts                      | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/ecommerce/ecommerce.module.ts                              | TypeScript |         11 |          0 |          4 |         15 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/component-post/component-post.component.html        | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/component-post/component-post.component.scss        | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/component-post/component-post.component.spec.ts     | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/component-post/component-post.component.ts          | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/followers-list/followers-list.component.html        | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/followers-list/followers-list.component.scss        | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/followers-list/followers-list.component.spec.ts     | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/followers-list/followers-list.component.ts          | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/friends-list/friends-list.component.html            | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/friends-list/friends-list.component.scss            | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/friends-list/friends-list.component.spec.ts         | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/friends-list/friends-list.component.ts              | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/home/home.component.html                            | HTML       |         13 |          0 |          2 |         15 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/home/home.component.scss                            | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/home/home.component.spec.ts                         | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/home/home.component.ts                              | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/models/relationship.ts                              | TypeScript |         12 |          0 |          1 |         13 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/models/request-response.ts                          | TypeScript |          4 |          0 |          0 |          4 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/ng-chat/ng-chat.component.html                      | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/ng-chat/ng-chat.component.scss                      | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/ng-chat/ng-chat.component.spec.ts                   | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/ng-chat/ng-chat.component.ts                        | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/ng-newsfeed/ng-newsfeed.component.html              | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/ng-newsfeed/ng-newsfeed.component.scss              | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/ng-newsfeed/ng-newsfeed.component.spec.ts           | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/ng-newsfeed/ng-newsfeed.component.ts                | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/relationship/relationship.component.html            | HTML       |          5 |          0 |          1 |          6 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/relationship/relationship.component.scss            | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/relationship/relationship.component.spec.ts         | TypeScript |         25 |          2 |          7 |         34 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/relationship/relationship.component.ts              | TypeScript |         49 |          1 |          7 |         57 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/services/post.service.spec.ts                       | TypeScript |         12 |          0 |          5 |         17 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/services/post.service.ts                            | TypeScript |          7 |          0 |          3 |         10 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/services/relation.service.spec.ts                   | TypeScript |         12 |          0 |          5 |         17 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/services/relation.service.ts                        | TypeScript |         49 |          3 |          8 |         60 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/social-routing.module.ts                            | TypeScript |         20 |          0 |          3 |         23 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/social.module.ts                                    | TypeScript |         32 |          0 |          7 |         39 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/status-update/status-update.component.html          | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/status-update/status-update.component.scss          | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/status-update/status-update.component.spec.ts       | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/status-update/status-update.component.ts            | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/video-post/video-post.component.html                | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/video-post/video-post.component.scss                | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/video-post/video-post.component.spec.ts             | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/video-post/video-post.component.ts                  | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/video/video.component.html                          | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/video/video.component.scss                          | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/video/video.component.spec.ts                       | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/social/video/video.component.ts                            | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/add-task/add-task.component.html              | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/add-task/add-task.component.scss              | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/add-task/add-task.component.spec.ts           | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/add-task/add-task.component.ts                | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/edit-task/edit-task.component.html            | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/edit-task/edit-task.component.scss            | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/edit-task/edit-task.component.spec.ts         | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/edit-task/edit-task.component.ts              | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/models/task.ts                                | TypeScript |         20 |          0 |          2 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/new-task-form/new-task-form.component.html    | HTML       |         28 |          0 |          5 |         33 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/new-task-form/new-task-form.component.scss    | SCSS       |          3 |          0 |          0 |          3 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/new-task-form/new-task-form.component.spec.ts | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/new-task-form/new-task-form.component.ts      | TypeScript |         26 |          0 |          3 |         29 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-list/task-list.component.html            | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-list/task-list.component.scss            | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-list/task-list.component.spec.ts         | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-list/task-list.component.ts              | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-manager-routing.module.ts                | TypeScript |         24 |          0 |          2 |         26 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-manager.module.ts                        | TypeScript |         22 |          0 |          3 |         25 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-manager/task-manager.component.html      | HTML       |          3 |          0 |          1 |          4 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-manager/task-manager.component.scss      | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-manager/task-manager.component.spec.ts   | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/task-manager/task-manager/task-manager.component.ts        | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/add-user/add-user.component.html                      | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/add-user/add-user.component.scss                      | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/add-user/add-user.component.spec.ts                   | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/add-user/add-user.component.ts                        | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/list-of-users.md                                      | Markdown   |         10 |          0 |          0 |         10 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/login-form/login-form.component.html                  | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/login-form/login-form.component.scss                  | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/login-form/login-form.component.spec.ts               | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/login-form/login-form.component.ts                    | TypeScript |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/login/login.component.html                            | HTML       |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/login/login.component.scss                            | SCSS       |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/login/login.component.spec.ts                         | TypeScript |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/html-scss/portfolio-angular-2023/ng-portfolio-2023/ng-client/src/app/modules/user/login/login.component.ts                              | TypeScript |          8 |          0 |          3 |         11 |
